user_id,group,signup_date,signup_day,activated_30d,time_to_activate_days,session_count
T-00190,treatment,2026-01-15,9,0,,3
T-00191,treatment,2026-01-12,6,0,,2
T-00192,treatment,2026-01-29,23,1,5.0,15
T-00193,treatment,2026-01-28,22,0,,4
T-00194,treatment,2026-01-27,21,0,,3
T-00195,treatment,2026-01-20,14,0,,1
T-00196,treatment,2026-01-14,8,0,,4
T-00197,treatment,2026-02-01,26,1,4.0,5
T-00198,treatment,2026-01-11,5,1,1.0,9
T-00199,treatment,2026-01-26,20,1,2.0,12
T-00200,treatment,2026-01-16,10,0,,3
T-00201,treatment,2026-01-11,5,0,,4
T-00202,treatment,2026-01-31,25,0,,5
T-00203,treatment,2026-01-25,19,0,,2
T-00204,treatment,2026-01-20,14,0,,6
T-00205,treatment,2026-01-18,12,0,,1
T-00206,treatment,2026-01-11,5,0,,1
T-00207,treatment,2026-01-25,19,1,9.0,10
T-00208,treatment,2026-01-26,20,0,,1
T-00209,treatment,2026-01-20,14,1,2.0,11
T-00210,treatment,2026-01-11,5,0,,3
T-00211,treatment,2026-01-21,15,1,2.0,15
T-00212,treatment,2026-01-06,0,1,1.0,11
T-00213,treatment,2026-01-11,5,0,,4
T-00214,treatment,2026-01-21,15,0,,3
T-00215,treatment,2026-01-27,21,1,5.0,9
T-00216,treatment,2026-01-06,0,0,,6
T-00217,treatment,2026-01-12,6,0,,3
T-00218,treatment,2026-02-02,27,0,,3
T-00219,treatment,2026-01-15,9,0,,4
T-00220,treatment,2026-01-26,20,0,,4
T-00221,treatment,2026-01-13,7,0,,2
T-00222,treatment,2026-01-26,20,1,1.0,11
T-00223,treatment,2026-01-31,25,0,,2
T-00224,treatment,2026-01-10,4,1,7.0,10
T-00225,treatment,2026-01-23,17,0,,2
T-00226,treatment,2026-01-09,3,0,,2
T-00227,treatment,2026-01-25,19,0,,3
T-00228,treatment,2026-01-21,15,1,7.0,7
T-00229,treatment,2026-01-15,9,0,,3
T-00230,treatment,2026-01-31,25,1,30.0,12
T-00231,treatment,2026-01-21,15,0,,4
T-00232,treatment,2026-01-13,7,0,,2
T-00233,treatment,2026-01-24,18,0,,3
T-00234,treatment,2026-01-06,0,1,1.0,8
T-00235,treatment,2026-01-28,22,0,,2
T-00236,treatment,2026-01-14,8,0,,4
T-00237,treatment,2026-01-11,5,0,,4
T-00238,treatment,2026-01-18,12,0,,2
T-00239,treatment,2026-01-18,12,1,1.0,13
T-00240,treatment,2026-01-23,17,0,,4
T-00241,treatment,2026-01-19,13,0,,2
T-00242,treatment,2026-01-07,1,0,,6
T-00243,treatment,2026-01-21,15,0,,5
T-00244,treatment,2026-01-22,16,0,,6
T-00245,treatment,2026-01-27,21,0,,1
T-00246,treatment,2026-01-21,15,0,,2
T-00247,treatment,2026-01-19,13,0,,2
T-00248,treatment,2026-01-18,12,0,,2
T-00249,treatment,2026-01-21,15,0,,2
T-00250,treatment,2026-01-29,23,0,,3
T-00251,treatment,2026-01-06,0,0,,2
T-00252,treatment,2026-02-02,27,1,11.0,14
T-00253,treatment,2026-01-22,16,0,,2
T-00254,treatment,2026-01-06,0,1,10.0,13
T-00255,treatment,2026-01-15,9,0,,3
T-00256,treatment,2026-01-10,4,0,,2
T-00257,treatment,2026-01-12,6,0,,2
T-00258,treatment,2026-01-09,3,0,,3
T-00259,treatment,2026-01-06,0,0,,3
T-00260,treatment,2026-01-06,0,1,8.0,8
T-00261,treatment,2026-01-15,9,0,,5
T-00262,treatment,2026-01-08,2,0,,5
T-00263,treatment,2026-01-10,4,0,,3
T-00264,treatment,2026-01-18,12,1,5.0,14
T-00265,treatment,2026-01-26,20,0,,4
T-00266,treatment,2026-01-30,24,0,,2
T-00267,treatment,2026-01-14,8,0,,4
T-00268,treatment,2026-01-30,24,1,4.0,9
T-00269,treatment,2026-01-13,7,0,,2
T-00270,treatment,2026-01-16,10,0,,2
T-00271,treatment,2026-01-30,24,1,3.0,9
T-00272,treatment,2026-01-29,23,0,,4
T-00273,treatment,2026-01-19,13,1,2.0,14
T-00274,treatment,2026-01-13,7,0,,4
T-00275,treatment,2026-01-29,23,0,,1
T-00276,treatment,2026-01-29,23,0,,2
T-00277,treatment,2026-01-26,20,1,1.0,10
T-00278,treatment,2026-01-15,9,0,,2
T-00279,treatment,2026-01-08,2,0,,4
T-00280,treatment,2026-01-09,3,1,1.0,9
T-00281,treatment,2026-01-30,24,0,,4
T-00282,treatment,2026-01-28,22,1,1.0,14
T-00283,treatment,2026-01-17,11,0,,2
T-00284,treatment,2026-01-14,8,0,,3
T-00285,treatment,2026-01-16,10,0,,3
T-00286,treatment,2026-01-16,10,0,,6
T-00287,treatment,2026-01-21,15,1,10.0,14
T-00288,treatment,2026-01-18,12,0,,3
T-00289,treatment,2026-02-01,26,1,5.0,10
T-00290,treatment,2026-01-19,13,0,,3
T-00291,treatment,2026-01-12,6,0,,4
T-00292,treatment,2026-01-17,11,0,,1
T-00293,treatment,2026-01-29,23,0,,1
T-00294,treatment,2026-02-02,27,0,,2
T-00295,treatment,2026-01-24,18,0,,4
T-00296,treatment,2026-01-13,7,1,4.0,5
T-00297,treatment,2026-01-09,3,0,,5
T-00298,treatment,2026-01-27,21,0,,3
T-00299,treatment,2026-01-22,16,0,,4
T-00300,treatment,2026-01-07,1,0,,4
T-00301,treatment,2026-01-28,22,1,11.0,11
T-00302,treatment,2026-01-27,21,0,,3
T-00303,treatment,2026-01-18,12,0,,1
T-00304,treatment,2026-01-31,25,1,1.0,12
T-00305,treatment,2026-02-02,27,0,,2
T-00306,treatment,2026-01-26,20,0,,4
T-00307,treatment,2026-01-12,6,0,,3
T-00308,treatment,2026-01-23,17,0,,4
T-00309,treatment,2026-01-15,9,0,,2
T-00310,treatment,2026-01-09,3,1,4.0,10
T-00311,treatment,2026-01-26,20,0,,4
T-00312,treatment,2026-01-13,7,0,,1
T-00313,treatment,2026-01-27,21,0,,4
T-00314,treatment,2026-01-27,21,0,,4
T-00315,treatment,2026-01-26,20,1,5.0,10
T-00316,treatment,2026-01-31,25,1,3.0,11
T-00317,treatment,2026-01-18,12,0,,4
T-00318,treatment,2026-01-19,13,1,3.0,13
T-00319,treatment,2026-01-26,20,0,,3
T-00320,treatment,2026-01-22,16,1,11.0,9
T-00321,treatment,2026-01-17,11,1,2.0,11
T-00322,treatment,2026-01-09,3,0,,2
T-00323,treatment,2026-01-14,8,0,,3
T-00324,treatment,2026-01-20,14,1,3.0,12
T-00325,treatment,2026-01-20,14,1,3.0,13
T-00326,treatment,2026-01-23,17,1,3.0,13
T-00327,treatment,2026-02-01,26,0,,4
T-00328,treatment,2026-01-11,5,0,,1
T-00329,treatment,2026-01-07,1,0,,5
T-00330,treatment,2026-01-14,8,0,,1
T-00331,treatment,2026-01-10,4,1,1.0,12
T-00332,treatment,2026-01-30,24,1,2.0,7
T-00333,treatment,2026-01-17,11,0,,2
T-00334,treatment,2026-01-31,25,0,,2
T-00335,treatment,2026-01-10,4,0,,3
T-00336,treatment,2026-01-17,11,0,,2
T-00337,treatment,2026-01-30,24,0,,5
T-00338,treatment,2026-01-20,14,1,1.0,13
T-00339,treatment,2026-01-07,1,1,9.0,12
T-00340,treatment,2026-01-16,10,0,,1
T-00341,treatment,2026-01-28,22,1,5.0,15
T-00342,treatment,2026-01-29,23,0,,4
T-00343,treatment,2026-01-24,18,0,,3
T-00344,treatment,2026-01-22,16,0,,3
T-00345,treatment,2026-01-23,17,0,,2
T-00346,treatment,2026-01-15,9,1,6.0,6
T-00347,treatment,2026-01-10,4,1,3.0,13
T-00348,treatment,2026-01-30,24,0,,4
T-00349,treatment,2026-01-26,20,1,3.0,13
T-00350,treatment,2026-01-22,16,0,,3
T-00351,treatment,2026-02-02,27,0,,2
T-00352,treatment,2026-01-06,0,1,4.0,12
T-00353,treatment,2026-01-18,12,0,,2
T-00354,treatment,2026-01-07,1,0,,1
T-00355,treatment,2026-01-22,16,1,17.0,9
T-00356,treatment,2026-01-20,14,0,,2
T-00357,treatment,2026-01-13,7,0,,2
T-00358,treatment,2026-01-07,1,1,8.0,11
T-00359,treatment,2026-02-02,27,0,,2
T-00360,treatment,2026-02-01,26,1,3.0,14
T-00361,treatment,2026-01-13,7,1,4.0,11
T-00362,treatment,2026-02-01,26,0,,2
T-00363,treatment,2026-01-10,4,0,,1
T-00364,treatment,2026-01-22,16,1,2.0,9
T-00365,treatment,2026-01-09,3,0,,7
T-00366,treatment,2026-01-17,11,0,,2
T-00367,treatment,2026-01-23,17,0,,2
T-00368,treatment,2026-01-11,5,0,,2
T-00369,treatment,2026-01-10,4,0,,2
T-00370,treatment,2026-02-02,27,0,,5
T-00371,treatment,2026-01-30,24,0,,1
T-00372,treatment,2026-02-02,27,0,,1
T-00373,treatment,2026-01-24,18,0,,2
T-00374,treatment,2026-01-10,4,0,,3
T-00375,treatment,2026-01-15,9,1,1.0,8
T-00376,treatment,2026-01-28,22,1,4.0,13
T-00377,treatment,2026-01-30,24,0,,1
T-00378,treatment,2026-01-24,18,1,10.0,17
T-00379,treatment,2026-01-09,3,1,1.0,8
T-00380,treatment,2026-01-18,12,0,,4
T-00381,treatment,2026-01-18,12,1,2.0,9
T-00382,treatment,2026-01-22,16,1,17.0,18
T-00383,treatment,2026-01-23,17,0,,1
T-00384,treatment,2026-01-24,18,0,,4
T-00385,treatment,2026-01-31,25,1,30.0,12
T-00386,treatment,2026-01-28,22,0,,5
T-00387,treatment,2026-01-28,22,0,,5
T-00388,treatment,2026-01-22,16,0,,1
T-00389,treatment,2026-01-30,24,0,,3
T-00390,treatment,2026-01-08,2,1,1.0,11
T-00391,treatment,2026-01-18,12,0,,2
T-00392,treatment,2026-01-18,12,0,,3
T-00393,treatment,2026-01-08,2,1,1.0,16
T-00394,treatment,2026-01-07,1,1,1.0,5
T-00395,treatment,2026-01-20,14,1,4.0,13
T-00396,treatment,2026-01-08,2,0,,1
T-00397,treatment,2026-01-27,21,1,1.0,9
T-00398,treatment,2026-01-21,15,0,,2
T-00399,treatment,2026-01-15,9,1,6.0,6
T-00400,treatment,2026-01-25,19,0,,2
T-00401,treatment,2026-01-07,1,1,1.0,9
T-00402,treatment,2026-01-20,14,1,1.0,9
T-00403,treatment,2026-01-13,7,0,,3
T-00404,treatment,2026-01-18,12,0,,4
T-00405,treatment,2026-01-06,0,1,2.0,14
T-00406,treatment,2026-01-31,25,1,1.0,9
T-00407,treatment,2026-01-29,23,0,,4
T-00408,treatment,2026-01-07,1,0,,2
T-00409,treatment,2026-01-14,8,1,3.0,12
T-00410,treatment,2026-01-25,19,0,,3
T-00411,treatment,2026-01-25,19,0,,6
T-00412,treatment,2026-01-28,22,1,5.0,11
T-00413,treatment,2026-01-24,18,0,,4
T-00414,treatment,2026-01-17,11,0,,2
T-00415,treatment,2026-01-17,11,0,,3
T-00416,treatment,2026-01-15,9,1,1.0,17
T-00417,treatment,2026-01-24,18,0,,2
T-00418,treatment,2026-01-25,19,0,,3
T-00419,treatment,2026-01-15,9,0,,6
T-00420,treatment,2026-01-24,18,0,,4
T-00421,treatment,2026-01-31,25,0,,8
T-00422,treatment,2026-01-29,23,0,,5
T-00423,treatment,2026-01-14,8,0,,3
T-00424,treatment,2026-01-10,4,0,,3
T-00425,treatment,2026-02-02,27,0,,2
T-00426,treatment,2026-01-08,2,0,,2
T-00427,treatment,2026-01-28,22,1,16.0,15
T-00428,treatment,2026-01-24,18,0,,3
T-00429,treatment,2026-01-27,21,1,7.0,8
T-00430,treatment,2026-02-01,26,1,1.0,6
T-00431,treatment,2026-01-09,3,0,,4
T-00432,treatment,2026-01-28,22,0,,4
T-00433,treatment,2026-01-19,13,0,,2
T-00434,treatment,2026-01-11,5,0,,2
T-00435,treatment,2026-01-18,12,0,,4
T-00436,treatment,2026-02-02,27,0,,3
T-00437,treatment,2026-01-12,6,1,2.0,10
T-00438,treatment,2026-01-17,11,1,20.0,14
T-00439,treatment,2026-02-02,27,0,,4
T-00440,treatment,2026-01-25,19,0,,2
T-00441,treatment,2026-02-02,27,0,,2
T-00442,treatment,2026-02-02,27,0,,3
T-00443,treatment,2026-01-19,13,0,,1
T-00444,treatment,2026-01-18,12,0,,2
T-00445,treatment,2026-01-16,10,1,5.0,11
T-00446,treatment,2026-01-11,5,0,,4
T-00447,treatment,2026-01-31,25,0,,3
T-00448,treatment,2026-01-12,6,1,8.0,10
T-00449,treatment,2026-01-15,9,0,,2
T-00450,treatment,2026-01-29,23,0,,2
T-00451,treatment,2026-01-31,25,0,,3
T-00452,treatment,2026-01-20,14,0,,4
T-00453,treatment,2026-01-14,8,1,5.0,11
T-00454,treatment,2026-01-08,2,0,,1
T-00455,treatment,2026-01-10,4,0,,2
T-00456,treatment,2026-02-02,27,0,,2
T-00457,treatment,2026-01-15,9,1,5.0,11
T-00458,treatment,2026-01-20,14,0,,6
T-00459,treatment,2026-01-08,2,1,3.0,12
T-00460,treatment,2026-01-26,20,1,2.0,12
T-00461,treatment,2026-01-23,17,0,,3
T-00462,treatment,2026-01-08,2,0,,1
T-00463,treatment,2026-01-12,6,1,6.0,9
T-00464,treatment,2026-01-29,23,1,13.0,8
T-00465,treatment,2026-01-26,20,0,,4
T-00466,treatment,2026-01-19,13,0,,2
T-00467,treatment,2026-01-21,15,0,,2
T-00468,treatment,2026-01-24,18,0,,1
T-00469,treatment,2026-01-09,3,1,9.0,14
T-00470,treatment,2026-01-08,2,1,7.0,9
T-00471,treatment,2026-01-08,2,0,,2
T-00472,treatment,2026-01-14,8,1,6.0,9
T-00473,treatment,2026-01-09,3,1,3.0,19
T-00474,treatment,2026-01-27,21,0,,4
T-00475,treatment,2026-01-24,18,0,,1
T-00476,treatment,2026-01-29,23,1,1.0,9
T-00477,treatment,2026-02-02,27,0,,2
T-00478,treatment,2026-01-16,10,1,3.0,13
T-00479,treatment,2026-01-20,14,0,,6
T-00480,treatment,2026-01-09,3,1,1.0,10
T-00481,treatment,2026-01-13,7,1,18.0,9
T-00482,treatment,2026-01-07,1,0,,1
T-00483,treatment,2026-01-30,24,0,,1
T-00484,treatment,2026-01-23,17,0,,3
T-00485,treatment,2026-01-08,2,1,2.0,8
T-00486,treatment,2026-01-08,2,1,9.0,10
T-00487,treatment,2026-01-26,20,1,6.0,9
T-00488,treatment,2026-01-24,18,0,,5
T-00489,treatment,2026-01-17,11,0,,2
T-00490,treatment,2026-01-29,23,0,,2
T-00491,treatment,2026-01-19,13,0,,2
T-00492,treatment,2026-01-31,25,0,,2
T-00493,treatment,2026-01-28,22,0,,1
T-00494,treatment,2026-02-01,26,1,20.0,8
T-00495,treatment,2026-01-18,12,0,,2
T-00496,treatment,2026-01-21,15,1,1.0,11
T-00497,treatment,2026-01-22,16,0,,2
T-00498,treatment,2026-01-27,21,1,8.0,20
T-00499,treatment,2026-01-23,17,1,10.0,7
T-00500,treatment,2026-01-18,12,1,8.0,6
T-00501,treatment,2026-01-29,23,0,,3
T-00502,treatment,2026-01-31,25,1,24.0,14
T-00503,treatment,2026-01-18,12,0,,1
T-00504,treatment,2026-01-13,7,0,,2
T-00505,treatment,2026-01-12,6,1,17.0,16
T-00506,treatment,2026-01-13,7,1,3.0,14
T-00507,treatment,2026-01-22,16,0,,2
T-00508,treatment,2026-01-29,23,0,,3
T-00509,treatment,2026-01-06,0,0,,4
T-00510,treatment,2026-01-08,2,1,10.0,11
T-00511,treatment,2026-01-09,3,1,1.0,15
T-00512,treatment,2026-01-24,18,0,,2
T-00513,treatment,2026-02-02,27,1,6.0,18
T-00514,treatment,2026-01-07,1,0,,5
T-00515,treatment,2026-01-16,10,1,6.0,8
T-00516,treatment,2026-01-16,10,1,7.0,11
T-00517,treatment,2026-01-24,18,0,,2
T-00518,treatment,2026-01-30,24,1,10.0,13
T-00519,treatment,2026-02-02,27,0,,3
T-00520,treatment,2026-01-07,1,0,,6
T-00521,treatment,2026-01-10,4,1,1.0,10
T-00522,treatment,2026-01-24,18,0,,2
T-00523,treatment,2026-01-14,8,0,,3
T-00524,treatment,2026-01-12,6,1,1.0,14
T-00525,treatment,2026-01-31,25,0,,1
T-00526,treatment,2026-01-17,11,0,,2
T-00527,treatment,2026-02-02,27,0,,6
T-00528,treatment,2026-01-24,18,1,3.0,8
T-00529,treatment,2026-01-23,17,1,1.0,12
T-00530,treatment,2026-02-02,27,0,,3
T-00531,treatment,2026-01-23,17,1,3.0,9
T-00532,treatment,2026-01-26,20,1,7.0,13
T-00533,treatment,2026-01-14,8,1,4.0,6
T-00534,treatment,2026-01-07,1,0,,4
T-00535,treatment,2026-01-07,1,0,,7
T-00536,treatment,2026-01-20,14,1,5.0,14
T-00537,treatment,2026-01-29,23,1,9.0,8
T-00538,treatment,2026-01-21,15,0,,3
T-00539,treatment,2026-02-02,27,0,,2
T-00540,treatment,2026-01-19,13,0,,3
T-00541,treatment,2026-01-24,18,1,16.0,10
T-00542,treatment,2026-01-20,14,0,,5
T-00543,treatment,2026-01-08,2,1,1.0,9
T-00544,treatment,2026-01-11,5,0,,5
T-00545,treatment,2026-01-11,5,0,,3
T-00546,treatment,2026-01-27,21,0,,3
T-00547,treatment,2026-01-26,20,0,,2
T-00548,treatment,2026-01-25,19,0,,2
T-00549,treatment,2026-02-02,27,1,7.0,15
T-00550,treatment,2026-01-14,8,0,,2
T-00551,treatment,2026-01-16,10,0,,6
T-00552,treatment,2026-01-09,3,0,,1
T-00553,treatment,2026-01-19,13,0,,4
T-00554,treatment,2026-01-18,12,0,,4
T-00555,treatment,2026-01-20,14,1,13.0,11
T-00556,treatment,2026-01-22,16,0,,4
T-00557,treatment,2026-01-13,7,0,,1
T-00558,treatment,2026-01-16,10,0,,3
T-00559,treatment,2026-01-29,23,1,8.0,11
T-00560,treatment,2026-01-16,10,1,1.0,10
T-00561,treatment,2026-01-21,15,0,,2
T-00562,treatment,2026-01-08,2,1,1.0,14
T-00563,treatment,2026-01-30,24,0,,3
T-00564,treatment,2026-01-28,22,1,1.0,11
T-00565,treatment,2026-01-20,14,0,,2
T-00566,treatment,2026-01-18,12,0,,3
T-00567,treatment,2026-01-12,6,0,,2
T-00568,treatment,2026-01-10,4,0,,4
T-00569,treatment,2026-02-02,27,0,,4
T-00570,treatment,2026-01-17,11,0,,2
T-00571,treatment,2026-01-08,2,0,,3
T-00572,treatment,2026-01-31,25,0,,2
T-00573,treatment,2026-01-17,11,1,1.0,12
T-00574,treatment,2026-01-10,4,1,2.0,15
T-00575,treatment,2026-01-24,18,0,,3
T-00576,treatment,2026-01-24,18,0,,1
T-00577,treatment,2026-01-06,0,0,,4
T-00578,treatment,2026-01-25,19,0,,2
T-00579,treatment,2026-01-30,24,0,,2
T-00580,treatment,2026-01-17,11,0,,3
T-00581,treatment,2026-01-27,21,0,,5
T-00582,treatment,2026-01-27,21,1,2.0,15
T-00583,treatment,2026-01-11,5,1,5.0,14
T-00584,treatment,2026-01-26,20,1,6.0,13
T-00585,treatment,2026-01-23,17,1,1.0,15
T-00586,treatment,2026-01-26,20,1,2.0,12
T-00587,treatment,2026-01-21,15,0,,5
T-00588,treatment,2026-01-16,10,0,,2
T-00589,treatment,2026-01-15,9,1,8.0,6
T-00590,treatment,2026-01-08,2,0,,2
T-00591,treatment,2026-01-31,25,0,,3
T-00592,treatment,2026-02-01,26,0,,2
T-00593,treatment,2026-01-23,17,0,,6
T-00594,treatment,2026-01-17,11,0,,1
T-00595,treatment,2026-01-19,13,1,1.0,11
T-00596,treatment,2026-01-09,3,0,,2
T-00597,treatment,2026-01-15,9,0,,1
T-00598,treatment,2026-01-30,24,1,4.0,12
T-00599,treatment,2026-01-12,6,0,,3
T-00600,treatment,2026-01-21,15,1,1.0,10
T-00601,treatment,2026-01-31,25,1,5.0,14
T-00602,treatment,2026-01-14,8,0,,2
T-00603,treatment,2026-01-08,2,1,2.0,16
T-00604,treatment,2026-01-07,1,0,,2
T-00605,treatment,2026-01-30,24,1,2.0,17
T-00606,treatment,2026-01-11,5,1,1.0,10
T-00607,treatment,2026-01-15,9,1,5.0,12
T-00608,treatment,2026-01-09,3,1,24.0,15
T-00609,treatment,2026-01-09,3,0,,3
T-00610,treatment,2026-01-15,9,1,2.0,8
T-00611,treatment,2026-01-15,9,0,,4
T-00612,treatment,2026-01-18,12,0,,3
T-00613,treatment,2026-01-11,5,1,2.0,12
T-00614,treatment,2026-01-12,6,1,2.0,8
T-00615,treatment,2026-02-02,27,0,,5
T-00616,treatment,2026-02-01,26,1,3.0,9
T-00617,treatment,2026-01-31,25,0,,4
T-00618,treatment,2026-01-10,4,0,,4
T-00619,treatment,2026-01-20,14,0,,3
T-00620,treatment,2026-01-13,7,1,26.0,15
T-00621,treatment,2026-01-15,9,0,,6
T-00622,treatment,2026-01-17,11,1,1.0,14
T-00623,treatment,2026-01-22,16,1,1.0,11
T-00624,treatment,2026-01-21,15,1,3.0,16
T-00625,treatment,2026-01-06,0,0,,1
T-00626,treatment,2026-01-09,3,0,,3
T-00627,treatment,2026-01-13,7,0,,2
T-00628,treatment,2026-02-01,26,0,,4
T-00629,treatment,2026-01-29,23,1,7.0,12
T-00630,treatment,2026-01-11,5,0,,2
T-00631,treatment,2026-01-26,20,0,,4
T-00632,treatment,2026-01-15,9,1,4.0,7
T-00633,treatment,2026-01-31,25,1,2.0,18
T-00634,treatment,2026-01-23,17,0,,3
T-00635,treatment,2026-01-18,12,0,,3
T-00636,treatment,2026-01-10,4,1,5.0,5
T-00637,treatment,2026-01-17,11,0,,2
T-00638,treatment,2026-01-26,20,1,22.0,9
T-00639,treatment,2026-01-23,17,1,4.0,11
T-00640,treatment,2026-01-13,7,1,2.0,11
T-00641,treatment,2026-01-19,13,0,,3
T-00642,treatment,2026-01-20,14,0,,4
T-00643,treatment,2026-01-31,25,1,1.0,9
T-00644,treatment,2026-01-10,4,1,1.0,10
T-00645,treatment,2026-01-10,4,1,1.0,10
T-00646,treatment,2026-02-02,27,0,,2
T-00647,treatment,2026-01-22,16,0,,3
T-00648,treatment,2026-01-18,12,0,,5
T-00649,treatment,2026-01-22,16,0,,4
T-00650,treatment,2026-01-16,10,1,19.0,9
T-00651,treatment,2026-01-06,0,0,,2
T-00652,treatment,2026-01-29,23,0,,2
T-00653,treatment,2026-01-18,12,1,7.0,12
T-00654,treatment,2026-01-31,25,1,11.0,14
T-00655,treatment,2026-01-23,17,1,7.0,13
T-00656,treatment,2026-01-29,23,1,3.0,8
T-00657,treatment,2026-02-02,27,0,,1
T-00658,treatment,2026-01-11,5,0,,6
T-00659,treatment,2026-01-18,12,1,3.0,13
T-00660,treatment,2026-01-26,20,1,6.0,11
T-00661,treatment,2026-01-27,21,0,,5
T-00662,treatment,2026-01-25,19,0,,2
T-00663,treatment,2026-02-02,27,0,,5
T-00664,treatment,2026-01-16,10,1,4.0,17
T-00665,treatment,2026-01-24,18,1,16.0,21
T-00666,treatment,2026-02-01,26,0,,4
T-00667,treatment,2026-01-25,19,0,,1
T-00668,treatment,2026-01-14,8,1,6.0,12
T-00669,treatment,2026-01-18,12,1,1.0,6
T-00670,treatment,2026-01-20,14,0,,3
T-00671,treatment,2026-01-29,23,1,9.0,13
T-00672,treatment,2026-01-16,10,0,,1
T-00673,treatment,2026-01-29,23,0,,5
T-00674,treatment,2026-01-21,15,1,3.0,12
T-00675,treatment,2026-01-22,16,1,11.0,14
T-00676,treatment,2026-01-10,4,0,,4
T-00677,treatment,2026-01-27,21,1,1.0,11
T-00678,treatment,2026-01-19,13,1,2.0,7
T-00679,treatment,2026-01-20,14,1,4.0,5
T-00680,treatment,2026-01-14,8,1,10.0,9
T-00681,treatment,2026-01-19,13,0,,3
T-00682,treatment,2026-01-15,9,1,1.0,8
T-00683,treatment,2026-01-31,25,0,,4
T-00684,treatment,2026-01-27,21,0,,2
T-00685,treatment,2026-01-18,12,0,,4
T-00686,treatment,2026-01-22,16,1,23.0,12
T-00687,treatment,2026-01-06,0,0,,2
T-00688,treatment,2026-01-19,13,0,,5
T-00689,treatment,2026-01-17,11,0,,2
T-00690,treatment,2026-01-12,6,1,1.0,10
T-00691,treatment,2026-01-08,2,0,,3
T-00692,treatment,2026-01-28,22,1,6.0,10
T-00693,treatment,2026-01-26,20,1,1.0,10
T-00694,treatment,2026-01-06,0,1,1.0,12
T-00695,treatment,2026-02-01,26,0,,3
T-00696,treatment,2026-01-29,23,1,8.0,11
T-00697,treatment,2026-01-18,12,0,,5
T-00698,treatment,2026-01-30,24,1,8.0,10
T-00699,treatment,2026-01-27,21,1,1.0,14
T-00700,treatment,2026-01-07,1,0,,1
T-00701,treatment,2026-01-14,8,1,17.0,12
T-00702,treatment,2026-01-23,17,1,5.0,13
T-00703,treatment,2026-01-27,21,1,23.0,13
T-00704,treatment,2026-01-31,25,0,,3
T-00705,treatment,2026-01-09,3,1,1.0,13
T-00706,treatment,2026-01-21,15,0,,2
T-00707,treatment,2026-01-11,5,0,,3
T-00708,treatment,2026-01-25,19,1,1.0,13
T-00709,treatment,2026-02-01,26,1,14.0,10
T-00710,treatment,2026-01-08,2,0,,2
T-00711,treatment,2026-02-02,27,1,5.0,8
T-00712,treatment,2026-01-16,10,1,8.0,15
T-00713,treatment,2026-01-29,23,1,1.0,6
T-00714,treatment,2026-01-10,4,0,,4
T-00715,treatment,2026-01-06,0,1,6.0,8
T-00716,treatment,2026-01-13,7,1,4.0,8
T-00717,treatment,2026-01-24,18,0,,4
T-00718,treatment,2026-01-09,3,1,1.0,10
T-00719,treatment,2026-01-14,8,0,,2
T-00720,treatment,2026-01-08,2,0,,5
T-00721,treatment,2026-01-10,4,0,,3
T-00722,treatment,2026-02-02,27,0,,8
T-00723,treatment,2026-01-21,15,0,,3
T-00724,treatment,2026-01-13,7,1,2.0,13
T-00725,treatment,2026-01-11,5,1,5.0,11
T-00726,treatment,2026-01-08,2,0,,5
T-00727,treatment,2026-01-21,15,0,,1
T-00728,treatment,2026-01-13,7,0,,3
T-00729,treatment,2026-01-18,12,0,,1
T-00730,treatment,2026-01-10,4,1,4.0,14
T-00731,treatment,2026-01-11,5,0,,1
T-00732,treatment,2026-02-01,26,0,,1
T-00733,treatment,2026-01-08,2,1,12.0,15
T-00734,treatment,2026-01-13,7,1,3.0,11
T-00735,treatment,2026-01-09,3,0,,3
T-00736,treatment,2026-01-30,24,1,8.0,18
T-00737,treatment,2026-01-26,20,0,,2
T-00738,treatment,2026-01-22,16,1,3.0,12
T-00739,treatment,2026-01-30,24,0,,3
T-00740,treatment,2026-01-13,7,1,10.0,12
T-00741,treatment,2026-01-26,20,0,,4
T-00742,treatment,2026-01-24,18,0,,3
T-00743,treatment,2026-01-19,13,1,1.0,10
T-00744,treatment,2026-01-14,8,0,,2
T-00745,treatment,2026-01-17,11,0,,4
T-00746,treatment,2026-01-18,12,0,,3
T-00747,treatment,2026-01-28,22,0,,2
T-00748,treatment,2026-02-02,27,1,1.0,11
T-00749,treatment,2026-02-01,26,0,,1
T-00750,treatment,2026-01-13,7,0,,1
T-00751,treatment,2026-01-08,2,0,,3
T-00752,treatment,2026-01-27,21,1,10.0,10
T-00753,treatment,2026-02-02,27,0,,3
T-00754,treatment,2026-01-20,14,1,13.0,15
T-00755,treatment,2026-01-25,19,0,,4
T-00756,treatment,2026-01-24,18,0,,1
T-00757,treatment,2026-01-09,3,1,8.0,11
T-00758,treatment,2026-01-07,1,1,10.0,7
T-00759,treatment,2026-01-10,4,1,8.0,11
T-00760,treatment,2026-01-29,23,1,14.0,7
T-00761,treatment,2026-01-26,20,0,,4
T-00762,treatment,2026-01-07,1,0,,4
T-00763,treatment,2026-01-12,6,0,,2
T-00764,treatment,2026-01-29,23,0,,2
T-00765,treatment,2026-01-16,10,0,,4
T-00766,treatment,2026-01-17,11,0,,4
T-00767,treatment,2026-01-09,3,0,,2
